Area,Item,Year,Production_tonnes,Area_ha,Yield_t_per_ha
Armenia,Apples,2013,111946.0,9715.0,11.52300566134843
Armenia,Apples,2014,132627.0,9976.0,13.294607056936648
Armenia,Apples,2015,126995.0,10447.0,12.156121374557289
Armenia,Apples,2016,62574.0,10311.0,6.068664533022985
Armenia,Apples,2017,116051.0,10617.0,10.930677215786003
Armenia,Apples,2018,109939.0,10519.0,10.451468770795703
Armenia,Apples,2019,81674.0,10069.0,8.111431125235873
Armenia,Apples,2020,84675.6,10170.0,8.326017699115045
Armenia,Apples,2021,87913.6,10271.0,8.55940025313991
Armenia,Apples,2022,87541.5,10235.0,8.553150952613581
Armenia,Apples,2023,94825.2,10457.0,9.068107487807211
Armenia,Apricots,2013,89019.0,8890.0,10.013385826771653
Armenia,Apricots,2014,41710.0,9027.0,4.620582696355378
Armenia,Apricots,2015,116328.0,9242.0,12.586885955420904
Armenia,Apricots,2016,62054.0,9531.0,6.510754380442766
Armenia,Apricots,2017,87320.0,10507.0,8.310650042828591
Armenia,Apricots,2018,104035.0,10644.0,9.774051108605788
Armenia,Apricots,2019,68113.0,10363.0,6.572710605037152
Armenia,Apricots,2020,53191.0,10551.0,5.041323097336745
Armenia,Apricots,2021,86889.0,10923.0,7.954682779456193
Armenia,Apricots,2022,113572.3,11487.0,9.887028815182381
Armenia,Apricots,2023,114494.3,11407.0,10.03719645831507
Armenia,Barley,2013,188783.0,64418.0,2.9305939333726596
Armenia,Barley,2014,190120.0,63339.0,3.001626170290027
Armenia,Barley,2015,187296.0,68273.0,2.743339240988385
Armenia,Barley,2016,197057.0,71312.0,2.763307718196096
Armenia,Barley,2017,92930.0,57644.0,1.6121365623482062
Armenia,Barley,2018,124167.0,52071.0,2.3845710664285305
Armenia,Barley,2019,68333.0,49722.0,1.3743011141949237
Armenia,Barley,2020,89985.8,50071.0,1.7971640270815443
Armenia,Barley,2021,37510.7,47859.0,0.7837752564825842
Armenia,Barley,2022,75429.0,41891.0,1.8006015611945287
Armenia,Barley,2023,83648.5,39848.0,2.0991894197952217
Armenia,"Beans, dry",2013,4932.0,1875.0,2.6304
Armenia,"Beans, dry",2014,5080.0,1808.0,2.809734513274336
Armenia,"Beans, dry",2015,5048.4,1869.0,2.7011235955056176
Armenia,"Beans, dry",2016,4749.0,1956.0,2.4279141104294477
Armenia,"Beans, dry",2017,3672.0,1665.0,2.2054054054054055
Armenia,"Beans, dry",2018,2531.0,1263.0,2.0039588281868568
Armenia,"Beans, dry",2019,2731.0,1236.0,2.209546925566343
Armenia,"Beans, dry",2020,2817.5,1222.0,2.305646481178396
Armenia,"Beans, dry",2021,2715.0,1095.0,2.4794520547945207
Armenia,"Beans, dry",2022,2160.8,1000.0,2.1608
Armenia,"Beans, dry",2023,2150.9,940.0,2.288191489361702
Armenia,Cabbages,2021,56481.0,1902.0,29.69558359621451
Armenia,Carrots and turnips,2013,23954.0,970.0,24.694845360824743
Armenia,Carrots and turnips,2014,25411.0,938.0,27.090618336886994
Armenia,Carrots and turnips,2015,24597.0,913.0,26.940854326396494
Armenia,Carrots and turnips,2016,24228.0,966.0,25.080745341614907
Armenia,Carrots and turnips,2017,18848.0,863.0,21.840092699884124
Armenia,Carrots and turnips,2018,16681.0,774.0,21.551679586563306
Armenia,Carrots and turnips,2019,13170.0,761.0,17.306176084099867
Armenia,Carrots and turnips,2020,13708.8,804.0,17.050746268656717
Armenia,Carrots and turnips,2021,12281.1,787.0,15.604955527318934
Armenia,Carrots and turnips,2022,15756.4,815.0,19.333006134969324
Armenia,Carrots and turnips,2023,16662.2,739.0,22.546955345060894
Armenia,Cereals n.e.c.,2013,16847.0,7500.0,2.2462666666666666
Armenia,Cereals n.e.c.,2014,18268.0,6988.0,2.614195764167144
Armenia,Cereals n.e.c.,2015,15359.6,7488.0,2.0512286324786326
Armenia,Cereals n.e.c.,2016,21117.0,8671.0,2.4353592434551956
Armenia,Cereals n.e.c.,2017,12076.0,6599.0,1.829974238520988
Armenia,Cereals n.e.c.,2018,9366.0,5043.0,1.8572278405710887
Armenia,Cereals n.e.c.,2019,5775.0,4486.0,1.287338386090058
Armenia,Cereals n.e.c.,2020,7143.7,4521.0,1.5801150188011501
Armenia,Cereals n.e.c.,2021,4567.8,4693.0,0.973321968889836
Armenia,Cereals n.e.c.,2022,7114.1,4176.0,1.7035680076628352
Armenia,Cereals n.e.c.,2023,8537.7,4613.0,1.8507912421417734
Armenia,Cherries,2013,10212.0,1364.0,7.486803519061583
Armenia,Cherries,2014,9090.0,1442.0,6.30374479889043
Armenia,Cherries,2015,14366.0,1461.0,9.832991101984941
Armenia,Cherries,2016,12059.0,1430.0,8.432867132867132
Armenia,Cherries,2017,8414.0,1701.0,4.946502057613169
Armenia,Cherries,2018,12517.0,1659.0,7.544906570223026
Armenia,Cherries,2019,12813.0,1687.0,7.595139300533491
Armenia,Cherries,2020,10927.0,1703.0,6.4163241338813854
Armenia,Cherries,2021,9609.6,1743.0,5.513253012048193
Armenia,Cherries,2022,11821.4,1761.0,6.712890403180011
Armenia,Cherries,2023,12010.8,1786.0,6.724972004479283
Armenia,"Chick peas, dry",2019,100.0,100.0,1.0
Armenia,"Chick peas, dry",2020,100.0,100.0,1.0
Armenia,"Chick peas, dry",2021,100.0,100.0,1.0
Armenia,"Chick peas, dry",2022,100.0,99.0,1.0101010101010102
Armenia,"Chick peas, dry",2023,100.0,98.0,1.0204081632653061
Armenia,Cucumbers and gherkins,2017,74336.0,2569.0,28.935772674192293
Armenia,Cucumbers and gherkins,2018,50599.0,1751.0,28.897201599086237
Armenia,Cucumbers and gherkins,2019,44141.0,1542.0,28.62581063553826
Armenia,Cucumbers and gherkins,2020,43230.7,1569.0,27.553027405991074
Armenia,Figs,2013,1789.0,228.0,7.8464912280701755
Armenia,Figs,2014,927.0,226.0,4.101769911504425
Armenia,Figs,2015,1424.0,231.0,6.1645021645021645
Armenia,Figs,2016,1489.0,217.0,6.861751152073733
Armenia,Figs,2017,909.0,231.0,3.935064935064935
Armenia,Figs,2018,1227.0,239.0,5.133891213389122
Armenia,Figs,2019,1234.0,237.0,5.206751054852321
Armenia,Figs,2020,1713.2,242.0,7.079338842975207
Armenia,Figs,2021,1601.8,241.0,6.646473029045643
Armenia,Figs,2022,1631.3,261.0,6.250191570881226
Armenia,Figs,2023,2095.3,263.0,7.966920152091255
Armenia,Grapes,2013,240816.0,16065.0,14.990102707749767
Armenia,Grapes,2014,261325.0,16323.0,16.009618329963853
Armenia,Grapes,2015,309181.0,16389.0,18.865153456586736
Armenia,Grapes,2016,178752.0,16231.0,11.012999815168504
Armenia,Grapes,2017,209954.0,14846.0,14.142125825138084
Armenia,Grapes,2018,179668.0,14949.0,12.018730349856177
Armenia,Grapes,2019,217524.0,14890.0,14.608730691739423
Armenia,Grapes,2020,283224.1,14951.0,18.943488729850845
Armenia,Grapes,2021,237058.8,15005.0,15.798653782072641
Armenia,Grapes,2022,225815.8,15116.0,14.938859486636675
Armenia,Grapes,2023,213425.5,14316.0,14.90817965912266
Armenia,Green garlic,2013,12990.0,1033.0,12.575024201355276
Armenia,Green garlic,2014,12780.0,992.0,12.883064516129032
Armenia,Green garlic,2015,13244.0,987.0,13.418439716312056
Armenia,Green garlic,2016,14207.0,1049.0,13.543374642516683
Armenia,Green garlic,2017,12610.0,988.0,12.763157894736842
Armenia,Green garlic,2018,10490.0,985.0,10.649746192893401
Armenia,Green garlic,2019,10081.0,1066.0,9.456848030018762
Armenia,Green garlic,2020,8632.8,949.0,9.096733403582718
Armenia,Green garlic,2021,9116.4,905.0,10.073370165745857
Armenia,Green garlic,2022,8294.9,856.0,9.690303738317757
Armenia,Green garlic,2023,8319.4,737.0,11.28819538670285
Armenia,"Hazelnuts, in shell",2013,238.0,142.0,1.676056338028169
Armenia,"Hazelnuts, in shell",2014,142.0,144.0,0.9861111111111112
Armenia,"Hazelnuts, in shell",2015,529.0,148.0,3.574324324324324
Armenia,"Hazelnuts, in shell",2016,352.0,158.0,2.2278481012658227
Armenia,"Hazelnuts, in shell",2017,448.0,182.0,2.4615384615384617
Armenia,"Hazelnuts, in shell",2018,342.0,192.0,1.78125
Armenia,"Hazelnuts, in shell",2019,397.3,198.0,2.0065656565656567
Armenia,"Hazelnuts, in shell",2020,392.8,208.0,1.8884615384615384
Armenia,"Hazelnuts, in shell",2021,407.9,199.0,2.049748743718593
Armenia,"Hazelnuts, in shell",2022,336.9,176.0,1.9142045454545453
Armenia,"Hazelnuts, in shell",2023,445.4,182.0,2.447252747252747
Armenia,"Lentils, dry",2013,17.0,13.0,1.3076923076923077
Armenia,"Lentils, dry",2014,86.0,38.0,2.263157894736842
Armenia,"Lentils, dry",2015,51.0,20.0,2.55
Armenia,"Lentils, dry",2016,30.0,15.0,2.0
Armenia,"Lentils, dry",2017,96.0,79.0,1.2151898734177216
Armenia,"Lentils, dry",2018,217.0,171.0,1.2690058479532165
Armenia,"Lentils, dry",2019,127.0,125.0,1.016
Armenia,"Lentils, dry",2020,220.7,159.0,1.3880503144654088
Armenia,"Lentils, dry",2021,109.0,124.0,0.8790322580645161
Armenia,"Lentils, dry",2022,177.2,123.0,1.4406504065040648
Armenia,"Lentils, dry",2023,138.6,117.0,1.1846153846153846
Armenia,Linseed,2013,82.0,61.0,1.3442622950819672
Armenia,Linseed,2014,89.0,89.0,1.0
Armenia,Linseed,2015,179.0,138.0,1.2971014492753623
Armenia,Linseed,2016,255.0,201.0,1.2686567164179106
Armenia,Linseed,2017,472.0,267.0,1.7677902621722847
Armenia,Linseed,2018,546.0,325.0,1.68
Armenia,Linseed,2019,140.0,174.0,0.8045977011494253
Armenia,Linseed,2020,229.2,192.0,1.1937499999999999
Armenia,Linseed,2021,68.7,140.0,0.4907142857142857
Armenia,Linseed,2022,184.1,241.0,0.7639004149377593
Armenia,Linseed,2023,104.9,144.0,0.7284722222222223
Armenia,Maize (corn),2013,20906.0,3115.0,6.7113964686998395
Armenia,Maize (corn),2014,20158.0,2846.0,7.082923401264933
Armenia,Maize (corn),2015,21720.0,3156.0,6.88212927756654
Armenia,Maize (corn),2016,21026.0,3290.0,6.3908814589665655
Armenia,Maize (corn),2017,10413.0,2125.0,4.900235294117647
Armenia,Maize (corn),2018,7615.0,1383.0,5.506146059291395
Armenia,Maize (corn),2019,4758.0,1137.0,4.1846965699208445
Armenia,Maize (corn),2020,6466.8,1242.0,5.206763285024155
Armenia,Maize (corn),2021,6291.9,1170.0,5.377692307692308
Armenia,Maize (corn),2022,5154.1,998.0,5.164428857715431
Armenia,Maize (corn),2023,6485.8,837.0,7.748864994026285
Armenia,Oats,2013,4618.0,1956.0,2.3609406952965237
Armenia,Oats,2014,7044.0,2340.0,3.01025641025641
Armenia,Oats,2015,8540.0,2776.0,3.0763688760806915
Armenia,Oats,2016,9368.0,3385.0,2.7675036927621863
Armenia,Oats,2017,5854.0,3271.0,1.789666768572302
Armenia,Oats,2018,4899.0,2126.0,2.3043273753527753
Armenia,Oats,2019,3388.0,2364.0,1.4331641285956007
Armenia,Oats,2020,6177.5,3167.0,1.9505841490369435
Armenia,Oats,2021,4071.1,4545.0,0.8957315731573157
Armenia,Oats,2022,13194.7,5950.0,2.217596638655462
Armenia,Oats,2023,10893.2,5509.0,1.9773461608277365
Armenia,"Onions and shallots, dry (excluding dehydrated)",2013,45459.0,1867.0,24.348687734333154
Armenia,"Onions and shallots, dry (excluding dehydrated)",2014,49863.0,1880.0,26.522872340425533
Armenia,"Onions and shallots, dry (excluding dehydrated)",2015,52026.0,2040.0,25.50294117647059
Armenia,"Onions and shallots, dry (excluding dehydrated)",2016,53922.0,2044.0,26.380626223091976
Armenia,"Onions and shallots, dry (excluding dehydrated)",2017,48907.0,1914.0,25.55224660397074
Armenia,"Onions and shallots, dry (excluding dehydrated)",2018,39279.0,1609.0,24.412057178371658
Armenia,"Onions and shallots, dry (excluding dehydrated)",2019,37008.0,1450.0,25.522758620689654
Armenia,"Onions and shallots, dry (excluding dehydrated)",2021,29014.4,1172.0,24.756313993174064
Armenia,Other berries and fruits of the genus vaccinium n.e.c.,2013,13513.0,2424.0,5.5746699669967
Armenia,Other berries and fruits of the genus vaccinium n.e.c.,2014,11834.0,2374.0,4.984835720303286
Armenia,Other berries and fruits of the genus vaccinium n.e.c.,2015,13272.0,2027.0,6.547607301430686
Armenia,Other berries and fruits of the genus vaccinium n.e.c.,2016,11468.0,2089.0,5.489707994255625
Armenia,Other berries and fruits of the genus vaccinium n.e.c.,2017,16322.0,1655.0,9.862235649546827
Armenia,Other berries and fruits of the genus vaccinium n.e.c.,2018,12072.0,1738.0,6.945914844649022
Armenia,Other berries and fruits of the genus vaccinium n.e.c.,2019,12566.0,1813.0,6.931053502482074
Armenia,Other berries and fruits of the genus vaccinium n.e.c.,2020,14570.7,1753.0,8.31186537364518
Armenia,Other berries and fruits of the genus vaccinium n.e.c.,2021,14766.2,1751.0,8.433009708737865
Armenia,Other berries and fruits of the genus vaccinium n.e.c.,2022,17146.6,1664.0,10.304447115384615
Armenia,Other berries and fruits of the genus vaccinium n.e.c.,2023,14383.5,1673.0,8.597429766885833
Armenia,"Other fruits, n.e.c.",2013,2000.0,300.0,6.666666666666667
Armenia,"Other fruits, n.e.c.",2014,1000.0,300.0,3.3333333333333335
Armenia,"Other fruits, n.e.c.",2015,1200.0,300.0,4.0
Armenia,"Other fruits, n.e.c.",2016,1400.0,801.0,1.7478152309612984
Armenia,"Other fruits, n.e.c.",2017,1200.0,467.0,2.569593147751606
Armenia,"Other fruits, n.e.c.",2018,1266.7,523.0,2.4219885277246656
Armenia,"Other fruits, n.e.c.",2019,1259.3,597.0,2.1093802345058625
Armenia,"Other fruits, n.e.c.",2020,1242.0,529.0,2.347826086956522
Armenia,"Other fruits, n.e.c.",2021,1256.0,550.0,2.2836363636363637
Armenia,"Other fruits, n.e.c.",2022,1252.4,559.0,2.2404293381037568
Armenia,"Other fruits, n.e.c.",2023,1250.1,546.0,2.2895604395604394
Armenia,Other pulses n.e.c.,2013,78.0,24.0,3.25
Armenia,Other pulses n.e.c.,2014,155.0,47.0,3.297872340425532
Armenia,Other pulses n.e.c.,2015,531.0,183.0,2.901639344262295
Armenia,Other pulses n.e.c.,2016,417.0,136.0,3.0661764705882355
Armenia,Other pulses n.e.c.,2017,497.0,251.0,1.9800796812749004
Armenia,Other pulses n.e.c.,2018,438.0,314.0,1.394904458598726
Armenia,Other pulses n.e.c.,2019,721.0,324.0,2.2253086419753085
Armenia,Other pulses n.e.c.,2020,979.5,387.0,2.5310077519379846
Armenia,Other pulses n.e.c.,2021,482.9,343.0,1.407871720116618
Armenia,Other pulses n.e.c.,2022,459.2,269.0,1.7070631970260222
Armenia,Other pulses n.e.c.,2023,306.7,180.0,1.7038888888888888
Armenia,"Other tropical fruits, n.e.c.",2013,4976.0,626.0,7.94888178913738
Armenia,"Other tropical fruits, n.e.c.",2014,2499.0,396.0,6.3106060606060606
Armenia,"Other tropical fruits, n.e.c.",2015,3935.0,431.0,9.129930394431554
Armenia,"Other tropical fruits, n.e.c.",2016,3126.0,438.0,7.136986301369863
Armenia,"Other tropical fruits, n.e.c.",2017,3803.0,469.0,8.108742004264393
Armenia,"Other tropical fruits, n.e.c.",2018,4424.0,585.0,7.562393162393162
Armenia,"Other tropical fruits, n.e.c.",2019,6504.0,603.0,10.786069651741293
Armenia,"Other tropical fruits, n.e.c.",2020,6096.7,610.0,9.994590163934426
Armenia,"Other tropical fruits, n.e.c.",2021,6558.0,642.0,10.214953271028037
Armenia,"Other tropical fruits, n.e.c.",2022,7936.9,658.0,12.062158054711245
Armenia,"Other tropical fruits, n.e.c.",2023,8565.2,664.0,12.899397590361447
Armenia,"Other vegetables, fresh n.e.c.",2016,292011.0,10389.0,28.10771007796708
Armenia,"Other vegetables, fresh n.e.c.",2017,288111.0,10797.0,26.684356765768268
Armenia,"Other vegetables, fresh n.e.c.",2018,199320.0,7934.0,25.122258633728258
Armenia,"Other vegetables, fresh n.e.c.",2019,188701.0,7514.0,25.113255256853872
Armenia,"Other vegetables, fresh n.e.c.",2020,151863.4,6272.0,24.212914540816325
Armenia,"Other vegetables, fresh n.e.c.",2021,167698.4,6422.0,26.113111180317656
Armenia,"Other vegetables, fresh n.e.c.",2022,175196.2,6547.0,26.759767832595085
Armenia,"Other vegetables, fresh n.e.c.",2023,187270.9,6327.0,29.598688161846056
Armenia,Peaches and nectarines,2013,55809.0,4581.0,12.18271119842829
Armenia,Peaches and nectarines,2014,74438.0,4582.0,16.245744216499347
Armenia,Peaches and nectarines,2015,49869.0,4507.0,11.064788107388507
Armenia,Peaches and nectarines,2016,50106.0,4436.0,11.295311091073039
Armenia,Peaches and nectarines,2017,73168.0,4755.0,15.387592008412197
Armenia,Peaches and nectarines,2018,52247.0,4827.0,10.82390718873006
Armenia,Peaches and nectarines,2019,62697.0,4880.0,12.847745901639344
Armenia,Peaches and nectarines,2020,53471.2,4688.0,11.405972696245733
Armenia,Peaches and nectarines,2021,65696.4,4869.0,13.492791127541588
Armenia,Peaches and nectarines,2022,49711.1,4887.0,10.172109678739513
Armenia,Peaches and nectarines,2023,62183.7,5131.0,12.119216526992789
Armenia,Pears,2013,24622.0,2752.0,8.946947674418604
Armenia,Pears,2014,25426.0,2626.0,9.682406702208683
Armenia,Pears,2015,19689.0,2611.0,7.540788969743393
Armenia,Pears,2016,13069.0,2601.0,5.024605920799693
Armenia,Pears,2017,18175.0,2612.0,6.958269525267994
Armenia,Pears,2018,14191.0,2658.0,5.338976674191121
Armenia,Pears,2019,12464.0,2541.0,4.905155450609996
Armenia,Pears,2020,13695.2,2496.0,5.486858974358975
Armenia,Pears,2021,14617.0,2485.0,5.882092555331992
Armenia,Pears,2022,13452.8,2504.0,5.372523961661342
Armenia,Pears,2023,12525.0,2438.0,5.13740771123872
Armenia,"Peas, dry",2013,79.0,25.0,3.16
Armenia,"Peas, dry",2014,133.0,42.0,3.1666666666666665
Armenia,"Peas, dry",2015,56.0,25.0,2.24
Armenia,"Peas, dry",2016,67.0,32.0,2.09375
Armenia,"Peas, dry",2017,178.0,80.0,2.225
Armenia,"Peas, dry",2018,127.0,93.0,1.3655913978494623
Armenia,"Peas, dry",2019,81.0,67.0,1.208955223880597
Armenia,"Peas, dry",2020,107.7,97.0,1.1103092783505155
Armenia,"Peas, dry",2021,41.3,50.0,0.826
Armenia,"Peas, dry",2022,35.7,26.0,1.373076923076923
Armenia,"Peas, dry",2023,64.9,39.0,1.6641025641025642
Armenia,"Peas, green",2013,714.0,169.0,4.224852071005917
Armenia,"Peas, green",2014,399.0,38.0,10.5
Armenia,"Peas, green",2015,609.0,69.0,8.826086956521738
Armenia,"Peas, green",2016,775.0,105.0,7.380952380952381
Armenia,"Peas, green",2017,678.0,98.0,6.918367346938775
Armenia,"Peas, green",2018,1155.0,142.0,8.133802816901408
Armenia,"Peas, green",2019,559.0,101.0,5.534653465346534
Armenia,"Peas, green",2020,940.8,173.0,5.438150289017341
Armenia,"Peas, green",2021,1259.9,177.0,7.118079096045198
Armenia,"Peas, green",2022,1528.1,143.0,10.686013986013986
Armenia,"Peas, green",2023,630.5,172.0,3.6656976744186047
Armenia,Plums and sloes,2013,15747.0,1991.0,7.909090909090909
Armenia,Plums and sloes,2014,21657.0,2142.0,10.11064425770308
Armenia,Plums and sloes,2015,17983.0,2191.0,8.207667731629392
Armenia,Plums and sloes,2016,15684.0,2307.0,6.798439531859558
Armenia,Plums and sloes,2017,24016.0,2516.0,9.54531001589825
Armenia,Plums and sloes,2018,21164.0,2436.0,8.688013136288998
Armenia,Plums and sloes,2019,23229.0,2393.0,9.707062264939406
Armenia,Plums and sloes,2020,24961.2,2503.0,9.972512984418698
Armenia,Plums and sloes,2021,25000.3,2601.0,9.611803152633602
Armenia,Plums and sloes,2022,34204.4,2768.0,12.357080924855492
Armenia,Plums and sloes,2023,29825.5,2944.0,10.130944293478262
Armenia,Potatoes,2013,660511.0,30680.0,21.52904172099087
Armenia,Potatoes,2014,696147.0,30042.0,23.172458558018775
Armenia,Potatoes,2015,607719.0,27769.0,21.884799596672547
Armenia,Potatoes,2016,606314.0,28829.0,21.031392001109992
Armenia,Potatoes,2017,547420.0,25311.0,21.62775078029315
Armenia,Potatoes,2018,415050.0,22062.0,18.812890943704108
Armenia,Potatoes,2019,404057.0,20133.0,20.06938856603586
Armenia,Potatoes,2020,437226.0,20522.0,21.305233408049897
Armenia,Potatoes,2021,364556.6,19922.0,18.299196867784357
Armenia,Potatoes,2022,351392.9,19259.0,18.24564619139104
Armenia,Potatoes,2023,364532.1,18695.0,19.498908799144154
Armenia,Quinces,2013,2130.0,348.0,6.120689655172414
Armenia,Quinces,2014,2539.0,356.0,7.132022471910112
Armenia,Quinces,2015,2257.0,358.0,6.304469273743017
Armenia,Quinces,2016,1447.0,371.0,3.9002695417789757
Armenia,Quinces,2017,2122.0,427.0,4.969555035128805
Armenia,Quinces,2018,2269.0,437.0,5.192219679633867
Armenia,Quinces,2019,1566.0,436.0,3.591743119266055
Armenia,Quinces,2020,1570.7,427.0,3.6784543325526933
Armenia,Quinces,2021,2463.1,402.0,6.127114427860696
Armenia,Quinces,2022,2058.6,468.0,4.398717948717948
Armenia,Quinces,2023,1874.6,466.0,4.022746781115879
Armenia,Rye,2013,947.0,330.0,2.8696969696969696
Armenia,Rye,2014,925.0,290.0,3.189655172413793
Armenia,Rye,2015,95.0,31.0,3.064516129032258
Armenia,Rye,2016,29.0,10.0,2.9
Armenia,Rye,2017,328.0,261.0,1.2567049808429118
Armenia,Rye,2018,842.0,435.0,1.935632183908046
Armenia,Rye,2019,188.0,110.0,1.709090909090909
Armenia,Rye,2020,285.7,147.0,1.9435374149659863
Armenia,Rye,2021,200.4,163.0,1.2294478527607362
Armenia,Rye,2022,0.6,4.0,0.15
Armenia,Rye,2023,503.7,323.0,1.5594427244582043
Armenia,Sour cherries,2013,3821.0,789.0,4.842839036755387
Armenia,Sour cherries,2014,3745.0,771.0,4.857328145265888
Armenia,Sour cherries,2015,4110.0,762.0,5.393700787401575
Armenia,Sour cherries,2016,3818.0,744.0,5.131720430107527
Armenia,Sour cherries,2017,4127.0,817.0,5.05140758873929
Armenia,Sour cherries,2018,4737.0,933.0,5.077170418006431
Armenia,Sour cherries,2019,3157.0,927.0,3.405609492988134
Armenia,Sour cherries,2020,2746.0,967.0,2.83971044467425
Armenia,Sour cherries,2021,2756.7,908.0,3.0360132158590307
Armenia,Sour cherries,2022,2166.5,752.0,2.8809840425531914
Armenia,Sour cherries,2023,2943.6,750.0,3.9248
Armenia,Sugar beet,2013,54500.0,3600.0,15.13888888888889
Armenia,Sugar beet,2014,54000.0,3600.0,15.0
Armenia,Sugar beet,2015,55334.3,3625.0,15.264634482758622
Armenia,Sugar beet,2016,54611.5,3608.0,15.136225055432373
Armenia,Sugar beet,2017,55237.0,3642.0,15.166666666666666
Armenia,Sugar beet,2018,55200.0,3646.0,15.139879319802523
Armenia,Sugar beet,2019,57712.2,3632.0,15.889922907488986
Armenia,Sugar beet,2020,56049.8,3640.0,15.398296703296705
Armenia,Sugar beet,2021,56320.7,3639.0,15.476971695520747
Armenia,Sugar beet,2022,56694.2,3637.0,15.588177069012922
Armenia,Sugar beet,2023,56354.9,3639.0,15.48636988183567
Armenia,Unmanufactured tobacco,2013,1678.0,548.0,3.062043795620438
Armenia,Unmanufactured tobacco,2014,1253.0,510.0,2.4568627450980394
Armenia,Unmanufactured tobacco,2015,1516.0,582.0,2.604810996563574
Armenia,Unmanufactured tobacco,2016,1132.0,464.0,2.439655172413793
Armenia,Unmanufactured tobacco,2017,1087.0,460.0,2.3630434782608694
Armenia,Unmanufactured tobacco,2018,914.0,393.0,2.3256997455470736
Armenia,Unmanufactured tobacco,2019,947.0,381.0,2.4855643044619424
Armenia,Unmanufactured tobacco,2020,715.8,283.0,2.5293286219081272
Armenia,Unmanufactured tobacco,2021,1031.8,296.0,3.485810810810811
Armenia,Unmanufactured tobacco,2022,976.0,316.0,3.088607594936709
Armenia,Unmanufactured tobacco,2023,1084.7,343.0,3.162390670553936
Armenia,"Walnuts, in shell",2013,4200.0,1400.0,3.0
Armenia,"Walnuts, in shell",2014,1331.0,1641.0,0.8110907982937233
Armenia,"Walnuts, in shell",2015,5424.0,1646.0,3.2952612393681653
Armenia,"Walnuts, in shell",2016,4140.0,1670.0,2.4790419161676644
Armenia,"Walnuts, in shell",2017,5262.0,1869.0,2.8154093097913324
Armenia,"Walnuts, in shell",2018,3298.0,1890.0,1.744973544973545
Armenia,"Walnuts, in shell",2019,3432.9,1657.0,2.071756185878093
Armenia,"Walnuts, in shell",2020,4958.6,1750.0,2.8334857142857146
Armenia,"Walnuts, in shell",2021,4037.4,1698.0,2.37773851590106
Armenia,"Walnuts, in shell",2022,3648.8,1704.0,2.14131455399061
Armenia,"Walnuts, in shell",2023,3976.7,1802.0,2.2068257491675913
Armenia,Watermelons,2018,126812.0,4589.0,27.633907169317933
Armenia,Watermelons,2021,131821.3,4517.0,29.183373920743854
Armenia,Watermelons,2023,116653.2,3985.0,29.273074027603514
Armenia,Wheat,2013,311558.0,99626.0,3.1272760122859493
Armenia,Wheat,2014,338158.0,104823.0,3.2259904791887277
Armenia,Wheat,2015,362746.0,108485.0,3.3437433746600913
Armenia,Wheat,2016,350369.0,108049.0,3.2426861886736575
Armenia,Wheat,2017,176428.0,80992.0,2.1783386013433423
Armenia,Wheat,2018,187453.0,66378.0,2.8240230196751934
Armenia,Wheat,2019,112621.0,57563.0,1.9564824626930493
Armenia,Wheat,2020,131951.2,58572.0,2.2528033872840267
Armenia,Wheat,2021,97160.1,57952.0,1.6765616372170074
Armenia,Wheat,2022,138612.8,56555.0,2.4509380249314825
Armenia,Wheat,2023,177859.6,70398.0,2.526486547913293
Azerbaijan,"Almonds, in shell",2013,651.0,388.0,1.6778350515463918
Azerbaijan,"Almonds, in shell",2014,497.0,429.0,1.1585081585081585
Azerbaijan,"Almonds, in shell",2015,1100.0,436.0,2.522935779816514
Azerbaijan,"Almonds, in shell",2016,1058.8,438.0,2.417351598173516
Azerbaijan,"Almonds, in shell",2017,1087.7,456.0,2.3853070175438598
Azerbaijan,"Almonds, in shell",2018,1037.2,328.0,3.1621951219512194
Azerbaijan,"Almonds, in shell",2019,915.6,574.0,1.5951219512195123
Azerbaijan,"Almonds, in shell",2020,1469.3,944.0,1.5564618644067796
Azerbaijan,"Almonds, in shell",2021,3116.1,1425.0,2.186736842105263
Azerbaijan,"Almonds, in shell",2022,5318.3,1687.0,3.1525192649673976
Azerbaijan,"Almonds, in shell",2023,4235.8,2030.0,2.086600985221675
Azerbaijan,Apples,2013,246685.0,26301.0,9.379301167255997
Azerbaijan,Apples,2014,252327.0,27173.0,9.28594560777242
Azerbaijan,Apples,2015,256398.0,28090.0,9.127732289070844
Azerbaijan,Apples,2016,254295.8,28277.0,8.993026134314107
Azerbaijan,Apples,2017,275092.9,28401.0,9.686028660962643
Azerbaijan,Apples,2018,277157.7,28647.0,9.67492931196984
Azerbaijan,Apples,2019,292735.6,29004.0,10.092938904978622
Azerbaijan,Apples,2020,301410.5,29334.0,10.27512442899025
Azerbaijan,Apples,2021,308386.4,29875.0,10.322557322175733
Azerbaijan,Apples,2022,318197.2,29107.0,10.931981997457656
Azerbaijan,Apples,2023,301786.5,26360.0,11.448653262518969
Azerbaijan,Apricots,2013,23923.0,2678.0,8.933159073935773
Azerbaijan,Apricots,2014,21698.0,2712.0,8.000737463126844
Azerbaijan,Apricots,2015,23971.0,2875.0,8.337739130434782
Azerbaijan,Apricots,2016,25386.8,2979.0,8.521920107418596
Azerbaijan,Apricots,2017,26919.9,3013.0,8.934583471622968
Azerbaijan,Apricots,2018,28565.7,3129.0,9.129338446788111
